0:Kurt|1:FriskPige
A:1:3.14159 12 12 0 0 0 0 36 36 20 20 1 2147483647 2147483647 0:TurnLeft
A:0:0 0 0 0 0 0 0 6.5 6.5 20 20 1 2147483647 2147483647 0:TurnLeft
A:1:-0.0349066 0 0 0 0 0 0 36.0397 36.0048 20 20 2 2147483647 2147483647 0:TurnLeft
A:0:-0.0349066 0 0 0 0 0 0 6.52173 6.4868 20 20 2 2147483647 2147483647 0:TurnLeft
A:1:-0.0349066 0 0 0 0 0 0 36.1241 36.0542 20 20 3 2147483647 2147483647 0:TurnLeft
A:0:-0.0349066 0 0 0 0 0 0 6.55205 6.48213 20 20 3 2147483647 2147483647 0:TurnLeft
A:1:-0.0349066 0 0 0 0 0 0 36.2536 36.1485 20 20 4 2147483647 2147483647 0:TurnLeft
A:0:-0.0349066 0 0 0 0 0 0 6.59111 6.486 20 20 4 2147483647 2147483647 0:TurnLeft
A:1:-0.0349066 0 0 0 0 0 0 36.429 36.2884 20 20 5 2147483647 2147483647 0:TurnLeft
A:0:-0.0349066 0 0 0 0 0 0 6.63906 6.49852 20 20 5 2147483647 2147483647 0:TurnLeft
A:1:-0.0349066 0 0 0 0 0 0 22.5788 36.4749 20 20 6 2147483647 2147483647 0:TurnLeft
A:0:-0.0349066 0 0 0 0 0 0 6.69615 6.51982 20 20 6 2147483647 2147483647 0:TurnLeft
A:1:-0.0349066 0 0 0 0 0 0 22.0978 23.4961 20 20 7 2147483647 2147483647 0:TurnLeft
A:0:-0.0349066 0 0 0 0 0 0 6.76266 6.5501 20 20 7 2147483647 2147483647 0:TurnLeft
A:1:-0.0349066 0 0 0 0 0 0 22.2982 22.0488 20 20 8 2147483647 2147483647 0:TurnLeft
A:0:-0.0349066 0 0 0 0 0 0 6.83896 6.58963 20 20 8 2147483647 2147483647 0:TurnLeft
A:1:-0.0349066 0 0 0 0 0 0 22.53 22.2432 20 20 9 2147483647 2147483647 0:TurnLeft
A:0:-0.0349066 0 0 0 0 0 0 6.92547 6.63872 20 20 9 2147483647 2147483647 0:TurnLeft
A:1:-0.0349066 0 0 0 0 0 0 22.7946 22.4697 20 20 10 2147483647 2147483647 0:TurnLeft
A:0:-0.0349066 0 0 0 0 0 0 7.02269 6.69777 20 20 10 2147483647 2147483647 0:TurnLeft
A:1:-0.0349066 0 0 0 0 0 0 23.0939 22.7299 20 20 11 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 7.13123 6.76726 20 20 11 2147483647 2147483647 0:TurnLeft
A:1:0 0.00665379 -0.0182829 0.0985018 -0.270631 0 0 23.0744 22.7105 20 20 12 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 7.25175 6.84773 20 20 12 2147483647 2147483647 0:TurnLeft
A:1:0 0.012044 -0.0330915 0.178288 -0.489843 0 0 23.0392 22.6753 20 20 13 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 7.38507 6.93984 20 20 13 2147483647 2147483647 0:TurnLeft
A:1:0 0.0164108 -0.0450869 0.242915 -0.667404 0 0 22.9912 22.6273 20 20 14 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 7.53208 7.04434 20 20 14 2147483647 2147483647 0:TurnLeft
A:1:0 0.0199461 -0.0548029 0.295263 -0.811229 0 0 22.9329 22.569 20 20 15 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 7.69384 7.16213 20 20 15 2147483647 2147483647 0:TurnLeft
A:1:0 0.0228109 -0.0626726 0.337665 -0.927727 0 0 22.8662 22.5023 20 20 16 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 7.87158 7.29423 20 20 16 2147483647 2147483647 0:TurnLeft
A:1:0 0.0251322 -0.0690479 0.372011 -1.02209 0 0 22.7927 22.4288 20 20 17 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 8.06668 7.44181 20 20 17 2147483647 2147483647 0:TurnLeft
A:1:0 0.0270109 -0.0742111 0.39983 -1.09852 0 0 22.7138 22.3498 20 20 18 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 21.1124 7.60627 20 20 18 2147483647 2147483647 0:TurnLeft
A:1:0 0.028533 -0.0783939 0.422364 -1.16044 0 0 22.6304 22.2664 20 20 19 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 20.0781 7.7892 20 20 19 2147483647 2147483647 0:TurnLeft
A:1:0 0.0297661 -0.0817814 0.440617 -1.21058 0 0 22.5433 22.1793 20 20 20 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 19.1634 7.99248 20 20 20 2147483647 2147483647 0:TurnLeft
A:1:0 0.0307655 -0.0845251 0.455402 -1.25121 0 0 22.4534 22.0894 20 20 21 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 18.3507 19.5424 20 20 21 2147483647 2147483647 0:TurnLeft
A:1:0 0.0315742 -0.0867491 0.467377 -1.28411 0 0 22.3611 21.9971 20 20 22 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 17.6256 18.7363 20 20 22 2147483647 2147483647 0:TurnLeft
A:1:0 0.0322294 -0.0885496 0.477077 -1.31076 0 0 22.2668 21.9029 20 20 23 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 16.9767 18.0122 20 20 23 2147483647 2147483647 0:TurnLeft
A:1:0 0.0327606 -0.0900068 0.484934 -1.33235 0 0 22.171 21.8071 20 20 24 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 16.3942 17.3599 20 20 24 2147483647 2147483647 0:TurnLeft
A:1:0 0.0331898 -0.0911884 0.491299 -1.34983 0 0 22.074 21.71 20 20 25 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 15.8702 16.7706 20 20 25 2147483647 2147483647 0:TurnLeft
A:1:0 0.0335379 -0.092145 0.496454 -1.364 0 0 21.9759 21.612 20 20 26 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 15.398 16.2371 20 20 26 2147483647 2147483647 0:TurnLeft
A:1:0 0.0338202 -0.0929203 0.500629 -1.37547 0 0 21.8771 21.5131 20 20 27 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 14.9721 15.7534 20 20 27 2147483647 2147483647 0:TurnLeft
A:1:0 0.034049 -0.0935488 0.504012 -1.38476 0 0 21.7775 21.4135 20 20 28 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 0.990828 15.3141 20 20 28 2147483647 2147483647 0:TurnLeft
A:1:0 0.034234 -0.0940561 0.506751 -1.39229 0 0 21.6774 21.3134 20 20 29 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 0.972071 14.915 20 20 29 2147483647 2147483647 0:TurnLeft
A:1:0 0.0343838 -0.0944691 0.50897 -1.39838 0 0 21.5769 21.2129 20 20 30 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 0.956331 14.5522 20 20 30 2147483647 2147483647 0:TurnLeft
A:1:0 0.0345058 -0.0948029 0.510768 -1.40332 0 0 21.476 21.112 20 20 31 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 0.943375 14.2224 20 20 31 2147483647 2147483647 0:TurnLeft
A:1:0 0.0346031 -0.0950727 0.512224 -1.40732 0 0 21.3748 21.0108 20 20 32 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 0.932999 13.923 20 20 32 2147483647 2147483647 0:TurnLeft
A:1:0 0.0346832 -0.0952921 0.513403 -1.41056 0 0 21.2734 20.9094 20 20 33 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 0.925036 13.6514 20 20 33 2147483647 2147483647 0:TurnLeft
A:1:0 0.0347481 -0.0954685 0.514358 -1.41319 0 0 21.1718 20.8078 20 20 34 2147483647 2147483647 0:MoveForward
A:0:-0.0349066 0 0 0 0 0 0 0.919339 13.4056 20 20 34 2147483647 2147483647 0:TurnLeft
A:1:0 0.0348005 -0.0956125 0.515132 -1.41531 0 0 21.0701 20.7061 20 20 35 2147483647 2147483647 0:MoveForward
